date,oi,nc_l,nc_s,nc_sp,c_l,c_s,nr_l,nr_s,nc_net,c_net,nr_net,nc_l_chg,nc_s_chg,c_l_chg,c_s_chg
2018-05-01,977547,229548,332439,175914,496949,391323,75136,77871,-102891,105626,-2735,9906,-1439,-39328,-32203
2018-05-08,1000067,230701,326306,189603,500806,405808,78957,78350,-95605,94998,607,1153,-6133,3857,14485
2018-05-15,1028716,236742,325053,199625,511150,427445,81199,76593,-88311,83705,4606,6041,-1253,10344,21637
2018-05-22,1032703,251911,297565,185268,511990,476796,83534,73074,-45654,35194,10460,15169,-27488,840,49351
2018-05-29,1006973,249092,260310,165329,514433,514899,78119,66435,-11218,-466,11684,-2819,-37255,2443,38103
2018-06-05,997686,244496,218282,173583,502021,541968,77586,63853,26214,-39947,13733,-4596,-42028,-12412,27069
2018-06-12,986065,245125,221916,174233,487816,528375,78891,61541,23209,-40559,17350,629,3634,-14205,-13593
2018-06-19,963032,240839,226900,174701,472828,500640,74664,60791,13939,-27812,13873,-4286,4984,-14988,-27735
2018-06-26,965073,251080,219367,178710,456228,511072,79055,55924,31713,-54844,23131,10241,-7533,-16600,10432
2018-07-03,946405,251418,250602,176549,444447,456626,73991,62628,816,-12179,11363,338,31235,-11781,-54446
2018-07-10,962201,253434,261407,177543,456270,457270,74954,65981,-7973,-1000,8973,2016,10805,11823,644
2018-07-17,972560,249069,276782,175124,472720,452701,75647,67953,-27713,20019,7694,-4365,15375,16450,-4569
2018-07-24,976927,251355,288890,174750,472652,444578,78170,68709,-37535,28074,9461,2286,12108,-68,-8123
2018-07-31,1030191,246330,314656,187354,516211,452311,80296,75870,-68326,63900,4426,-5025,25766,43559,7733
2018-08-07,1035639,245483,312756,191518,521585,458099,77053,73266,-67273,63486,3787,-847,-1900,5374,5788
2018-08-14,1034096,246460,325084,196848,515154,439895,75634,72269,-78624,75259,3365,977,12328,-6431,-18204
2018-08-21,1056652,233969,336431,216120,527716,430971,78847,73130,-102462,96745,5717,-12491,11347,12562,-8924
2018-08-28,1049962,220824,333627,213076,529163,430291,86899,72968,-112803,98872,13931,-13145,-2804,1447,-680
2018-09-04,1010628,218893,335248,188228,524095,413102,79412,74050,-116355,110993,5362,-1931,1621,-5068,-17189
2018-09-11,907199,194789,298065,148187,486550,394482,77673,66465,-103276,92068,11208,-24104,-37183,-37545,-18620
2018-09-18,811721,188789,237017,122528,425104,387201,75300,64975,-48228,37903,10325,-6000,-61048,-61446,-7281
2018-09-25,817701,196308,264863,137611,406723,352191,77059,63036,-68555,54532,14023,7519,27846,-18381,-35010
2018-10-02,812368,191426,271310,136990,410152,342333,73800,61735,-79884,67819,12065,-4882,6447,3429,-9858
2018-10-09,748480,178309,212631,104838,396718,372213,68615,58798,-34322,24505,9817,-13117,-58679,-13434,29880
2018-10-16,744792,175331,163771,110844,386941,411712,71676,58465,11560,-24771,13211,-2978,-48860,-9777,39499
2018-10-23,778533,197730,148929,112439,389170,459968,79194,57197,48801,-70798,21997,22399,-14842,2229,48256
2018-10-30,801819,204730,143406,122267,396323,485857,78499,50289,61324,-89534,28210,7000,-5523,7153,25889
2018-11-06,773056,194070,133229,107454,396224,486165,75308,46208,60841,-89941,29100,-10660,-10177,-99,308
2018-11-13,789728,176097,135246,116129,427590,490765,69912,47588,40851,-63175,22324,-17973,2017,31366,4600
2018-11-20,796564,170336,140351,129745,430545,480222,65938,46246,29985,-49677,19692,-5761,5105,2955,-10543
2018-11-27,812476,169510,147633,137108,438528,477069,67330,50666,21877,-38541,16664,-826,7282,7983,-3153
2018-12-04,818050,164418,141749,138522,446678,485597,68432,52182,22669,-38919,16250,-5092,-5884,8150,8528
2018-12-11,816921,161741,136986,135154,448046,495106,71980,49675,24755,-47060,22305,-2677,-4763,1368,9509
2018-12-18,853309,163519,162957,146596,470585,487203,72609,56553,562,-16618,16056,1778,25971,22539,-7903
2018-12-24,868536,162493,165630,144170,481642,493772,80231,64964,-3137,-12130,15267,-1026,2673,11057,6569
2018-12-31,879349,162540,182901,141924,498556,489281,76329,65243,-20361,9275,11086,47,17271,16914,-4491
2019-01-08,901214,160525,193700,154688,502887,486805,83114,66021,-33175,16082,17093,-2015,10799,4331,-2476
2019-01-15,890199,164578,169416,148710,490814,506767,86097,65306,-4838,-15953,20791,4053,-24284,-12073,19962
2019-01-22,905783,154382,151522,154808,510101,532649,86492,66804,2860,-22548,19688,-10196,-17894,19287,25882
2019-01-29,913025,153874,161424,148550,526959,537552,83642,65499,-7550,-10593,18143,-508,9902,16858,4903
2019-02-05,937769,160064,169359,151303,541126,552397,85276,64710,-9295,-11271,20566,6190,7935,14167,14845
2019-02-12,904601,168753,174890,134344,514445,526384,87059,68983,-6137,-11939,18076,8689,5531,-26681,-26013
2019-02-19,871056,172752,176414,123112,486819,507341,88373,64189,-3662,-20522,24184,3999,1524,-27626,-19043
2019-02-26,839602,172817,166949,123256,454657,483708,88872,65689,5868,-29051,23183,65,-9465,-32162,-23633
2019-03-05,825365,171062,193574,128888,444850,441078,80565,61825,-22512,3772,18740,-1755,26625,-9807,-42630
2019-03-12,881080,176302,242289,139596,482696,423240,82486,75955,-65987,59456,6531,5240,48715,37846,-17838
2019-03-19,920560,173724,229191,145564,514433,468138,86839,77667,-55467,46295,9172,-2578,-13098,31737,44898
2019-03-26,926204,169817,221835,154898,521744,478378,79745,71093,-52018,43366,8652,-3907,-7356,7311,10240
2019-04-02,911127,176946,214945,139974,510305,485333,83902,70875,-37999,24972,13027,7129,-6890,-11439,6955
2019-04-09,915486,188407,204435,154080,487168,489401,85831,67570,-16028,-2233,18261,11461,-10510,-23137,4068
2019-04-16,887198,203598,205283,117542,481808,497086,84250,67287,-1685,-15278,16963,15191,848,-5360,7685
2019-04-23,880933,213850,198787,117591,465784,503341,83708,61214,15063,-37557,22494,10252,-6496,-16024,6255
2019-04-30,865062,213278,215694,130058,444404,456859,77322,62451,-2416,-12455,14871,-572,16907,-21380,-46482
2019-05-07,960539,211735,260498,163769,506360,458511,78675,77761,-48763,47849,914,-1543,44804,61956,1652
2019-05-14,1006144,210309,289159,188022,528152,448782,79661,80181,-78850,79370,-520,-1426,28661,21792,-9729
2019-05-21,1030604,208788,322644,187795,548981,439356,85040,80809,-113856,109625,4231,-1521,33485,20829,-9426
2019-05-28,1039476,216844,333262,184775,546154,440221,91703,81218,-116418,105933,10485,8056,10618,-2827,865
2019-06-04,1025985,217402,318471,159481,563581,480052,85521,67981,-101069,83529,17540,558,-14791,17427,39831
2019-06-11,993278,205247,281635,141849,567201,505663,78981,64131,-76388,61538,14850,-12155,-36836,3620,25611
2019-06-18,936818,202237,225494,107724,552212,537323,74645,66277,-23257,14889,8368,-3010,-56141,-14989,31660
2019-06-25,888259,207477,209834,99142,511716,518804,69924,60479,-2357,-7088,9445,5240,-15660,-40496,-18519
2019-07-02,851542,219443,210810,126170,434894,450646,71035,63916,8633,-15752,7119,11966,976,-76822,-68158
2019-07-09,868182,222563,209030,141846,431849,449864,71924,67442,13533,-18015,4482,3120,-1780,-3045,-782
2019-07-16,891873,215148,234302,146048,450502,438631,80175,72892,-19154,11871,7283,-7415,25272,18653,-11233
2019-07-23,947290,218460,306167,166269,482167,400203,80394,74651,-87707,81964,5743,3312,71865,31665,-38428
2019-07-30,949627,225774,294003,169892,472185,415947,81776,69785,-68229,56238,11991,7314,-12164,-9982,15744
2019-08-06,985687,226126,301013,193592,487912,421795,78057,69287,-74887,66117,8770,352,7010,15727,5848
2019-08-13,1047548,230080,311808,208495,524376,455375,84597,71870,-81728,69001,12727,3954,10795,36464,33580
2019-08-20,1045587,225542,315689,211141,526520,445501,82384,73256,-90147,81019,9128,-4538,3881,2144,-9874
2019-08-27,1075205,225764,333073,217574,548595,450786,83272,73772,-107309,97809,9500,222,17384,22075,5285
2019-09-03,1088400,230966,350433,223837,547227,441323,86370,72807,-119467,105904,13563,5202,17360,-1368,-9463
2019-09-10,1064916,223325,365247,204803,548174,416061,88614,78805,-141922,132113,9809,-7641,14814,947,-25262
2019-09-17,985311,200003,375716,164704,530191,372976,90413,71915,-175713,157215,18498,-23322,10469,-17983,-43085
2019-09-24,979004,215117,363338,168998,507046,369923,87843,76745,-148221,137123,11098,15114,-12378,-23145,-3053
2019-10-01,880474,208928,318097,140626,453179,358459,77741,63292,-109169,94720,14449,-6189,-45241,-53867,-11464
2019-10-08,878343,177756,317078,128282,496715,368500,75590,64483,-139322,128215,11107,-31172,-1019,43536,10041
2019-10-15,902099,173927,322258,135412,511486,374494,81274,69935,-148331,136992,11339,-3829,5180,14771,5994
2019-10-22,931054,170495,348814,148887,530969,362894,80703,70459,-178319,168075,10244,-3432,26556,19483,-11600
2019-10-29,967769,176929,354496,173155,535850,372499,81835,67619,-177567,163351,14216,6434,5682,4881,9605
2019-11-05,978065,180017,347054,173564,535241,388594,89243,68853,-167037,146647,20390,3088,-7442,-609,16095
2019-11-12,969252,193059,331306,169571,524429,399502,82193,68873,-138247,124927,13320,13042,-15748,-10812,10908
2019-11-19,952863,198094,281545,156552,511069,447761,87148,67005,-83451,63308,20143,5035,-49761,-13360,48259
2019-11-26,978753,204409,270591,165203,528465,483393,80676,59566,-66182,45072,21110,6315,-10954,17396,35632
2019-12-03,1004980,216173,267352,177984,525527,499882,85296,59762,-51179,25645,25534,11764,-3239,-2938,16489
2019-12-10,1010184,226474,209344,197514,493890,549546,92306,53780,17130,-55656,38526,10301,-58008,-31637,49664
2019-12-17,1003578,238665,186575,201836,474385,563203,88692,51964,52090,-88818,36728,12191,-22769,-19505,13657
2019-12-24,995824,232379,169879,198973,474225,570768,90247,56204,62500,-96543,34043,-6286,-16696,-160,7565
2019-12-31,989858,225538,172695,195687,474666,567448,93967,54028,52843,-92782,39939,-6841,2816,441,-3320
2020-01-07,990792,213854,175062,195281,485211,567088,96446,53361,38792,-81877,43085,-11684,2367,10545,-360
2020-01-14,1073646,253853,155557,215337,511492,655703,92964,47049,98296,-144211,45915,39999,-19505,26281,88615
2020-01-21,1121428,281116,135542,229595,515994,703216,94723,53075,145574,-187222,41648,27263,-20015,4502,47513
2020-01-28,1172016,298975,133622,229400,551093,757644,92548,51350,165353,-206551,41198,17859,-1920,35099,54428
2020-02-04,1199329,293420,136384,234014,567736,777487,104159,51444,157036,-209751,52715,-5555,2762,16643,19843
2020-02-11,1251740,306419,134055,247664,589323,820279,108334,49742,172364,-230956,58592,12999,-2329,21587,42792
2020-02-18,1241072,315647,123917,232282,583170,835654,109973,49219,191730,-252484,60754,9228,-10138,-6153,15375
2020-02-25,1206094,337831,121727,227640,543826,807933,96797,48794,216104,-264107,48003,22184,-2190,-39344,-27721
2020-03-03,1142524,306000,124093,201822,546354,762658,88348,53951,181907,-216304,34397,-31831,2366,2528,-45275
2020-03-10,1127748,254252,116767,190766,600880,764311,81850,55904,137485,-163431,25946,-51748,-7326,54526,1653
2020-03-17,1048963,201033,107083,153275,619842,728367,74813,60238,93950,-108525,14575,-53219,-9684,18962,-35944
2020-03-24,1014018,194386,105709,127132,621966,718571,70534,62606,88677,-96605,7928,-6647,-1374,2124,-9796
2020-03-31,1015678,193490,112969,117864,628561,723098,75763,61747,80521,-94537,14016,-896,7260,6595,4527
2020-04-07,1019129,195644,126657,114447,635108,715652,73930,62373,68987,-80544,11557,2154,13688,6547,-7446
2020-04-14,1040411,200912,144793,116091,648186,707265,75222,72262,56119,-59079,2960,5268,18136,13078,-8387
2020-04-21,965724,184854,152376,99275,612921,640115,68674,73958,32478,-27194,-5284,-16058,7583,-35265,-67150
2020-04-28,950948,186537,168720,97031,601477,612928,65903,72269,17817,-11451,-6366,1683,16344,-11444,-27187
2020-05-05,923784,177939,145745,94820,581116,619230,69909,63989,32194,-38114,5920,-8598,-22975,-20361,6302
2020-05-12,953051,186688,142574,110072,586013,638394,70278,62011,44114,-52381,8267,8749,-3171,4897,19164
2020-05-19,970769,208295,138673,100390,588614,670244,73470,61462,69622,-81630,12008,21607,-3901,2601,31850
2020-05-26,979826,217461,130398,98376,589614,686994,74375,64058,87063,-97380,10317,9166,-8275,1000,16750
2020-06-02,996216,221084,127678,109050,593359,695146,72723,64342,93406,-101787,8381,3623,-2720,3745,8152
2020-06-09,983915,209704,107010,102155,588822,712184,83234,62566,102694,-123362,20668,-11380,-20668,-4537,17038
2020-06-16,960972,206009,93845,92106,584239,719401,78618,55620,112164,-135162,22998,-3695,-13165,-4583,7217
2020-06-23,958619,219511,86917,83909,580595,730189,74604,57604,132594,-149594,17000,13502,-6928,-3644,10788
2020-06-30,918143,211027,76126,87031,548057,697770,72028,57216,134901,-149713,14812,-8484,-10791,-32538,-32419
2020-07-07,924622,222050,66478,89477,542633,717273,70462,51394,155572,-174640,19068,11023,-9648,-5424,19503
2020-07-14,938702,223923,75121,100463,541587,706093,72729,57025,148802,-164506,15704,1873,8643,-1046,-11180
2020-07-21,944754,225964,73227,106157,542654,714611,69979,50759,152737,-171957,19220,2041,-1894,1067,8518
2020-07-28,963358,225725,62757,116377,547175,733283,74081,50941,162968,-186108,23140,-239,-10470,4521,18672
2020-08-04,989827,248022,52800,110344,547460,778513,84001,48170,195222,-231053,35831,22297,-9957,285,45230
2020-08-11,1002453,263040,43923,116598,534860,796376,87955,45556,219117,-261516,42399,15018,-8877,-12600,17863
2020-08-18,1018436,284216,43108,121961,519392,811189,92867,42178,241108,-291797,50689,21176,-815,-15468,14813
2020-08-25,1062658,300927,46838,144707,523081,829848,93943,41265,254089,-306767,52678,16711,3730,3689,18659
2020-09-01,1075405,302868,45542,147070,528956,836211,96511,46582,257326,-307255,49929,1941,-1296,5875,6363
2020-09-08,1047751,288387,51098,127665,544048,818199,87651,50789,237289,-274151,36862,-14481,5556,15092,-18012
2020-09-15,992063,257061,45660,96172,551417,793859,87413,56372,211401,-242442,31041,-31326,-5438,7369,-24340
2020-09-22,981798,275116,40457,105855,522238,791117,78589,44369,234659,-268879,34220,18055,-5203,-29179,-2742
2020-09-29,971839,288757,40412,103580,498280,788479,81222,39368,248345,-290199,41854,13641,-45,-23958,-2638
2020-10-06,946439,306256,44283,107834,441628,750050,90721,44272,261973,-308422,46449,17499,3871,-56652,-38429
2020-10-13,978938,331552,51018,107385,450675,780724,89326,39811,280534,-330049,49515,25296,6735,9047,30674
2020-10-20,1008665,347906,51918,109071,458727,805889,92961,41787,295988,-347162,51174,16354,900,8052,25165
2020-10-27,1036579,358746,50283,110314,470780,830300,96739,45682,308463,-359520,51057,10840,-1635,12053,24411
2020-11-03,1035002,332801,51419,109118,495848,830958,97235,43507,281382,-335110,53728,-25945,1136,25068,658
2020-11-10,1056385,339128,57203,120224,500309,835229,96724,43729,281925,-334920,52995,6327,5784,4461,4271
2020-11-17,1079515,350269,52626,122696,505327,858515,101223,45678,297643,-353188,55545,11141,-4577,5018,23286
2020-11-24,1085716,345945,55995,122940,514602,862249,102229,44532,289950,-347647,57697,-4324,3369,9275,3734
2020-12-01,1081320,327289,58710,129702,524448,837021,99881,55887,268579,-312573,43994,-18656,2715,9846,-25228
2020-12-08,1067538,314462,56662,127885,526507,832439,98684,50552,257800,-305932,48132,-12827,-2048,2059,-4582
2020-12-15,1053378,298915,54447,134237,523960,815519,96266,49175,244468,-291559,47091,-15547,-2215,-2547,-16920
2020-12-21,1047207,291403,56406,137480,520157,808001,98167,45320,234997,-287844,52847,-7512,1959,-3803,-7518
2020-12-29,1052268,299059,55175,134622,516499,816085,102088,46386,243884,-299586,55702,7656,-1231,-3658,8084
2021-01-05,1089003,330921,57271,127130,525439,862593,105513,42009,273650,-337154,63504,31862,2096,8940,46508
2021-01-12,1095452,311865,58600,135053,541896,863299,106638,38500,253265,-321403,68138,-19056,1329,16457,706
2021-01-19,1101665,316922,59208,127538,549601,870582,107604,44337,257714,-320981,63267,5057,608,7705,7283
2021-01-26,1104626,299405,61545,132210,563808,865722,109203,45149,237860,-301914,64054,-17517,2337,14207,-4860
2021-02-02,1107089,282530,60071,136671,574282,863154,113606,47193,222459,-288872,66413,-16875,-1474,10474,-2568
2021-02-09,1130449,271045,59690,140235,604047,884525,115122,45999,211355,-280478,69123,-11485,-381,29765,21371
2021-02-16,1124674,282253,55313,138550,591834,886051,112037,44760,226940,-294217,67277,11208,-4377,-12213,1526
2021-02-23,1065425,282375,44439,132492,536776,849254,113782,39240,237936,-312478,74542,122,-10874,-55058,-36797
2021-03-02,1009386,270821,47801,131840,497725,791931,109000,37814,223020,-294206,71186,-11554,3362,-39051,-57323
2021-03-09,1031790,267363,54430,141299,513936,793548,109192,42513,212933,-279612,66679,-3458,6629,16211,1617
2021-03-16,1047853,273487,59720,148748,519254,798887,106364,40498,213767,-279633,65866,6124,5290,5318,5339
2021-03-23,1048979,263414,64727,151147,537022,789464,97396,43641,198687,-252442,53755,-10073,5007,17768,-9423
2021-03-30,1049454,249957,59788,152882,552698,789342,93917,47442,190169,-236644,46475,-13457,-4939,15676,-122
2021-04-06,1044032,241563,58558,136318,568500,796829,97651,52327,183005,-228329,45324,-8394,-1230,15802,7487
2021-04-13,1052839,245108,53491,128862,579236,821829,99633,48657,191617,-242593,50976,3545,-5067,10736,25000
2021-04-20,1014761,275744,46575,132219,507114,796264,99684,39703,229169,-289150,59981,30636,-6916,-72122,-25565
2021-04-27,1021800,311478,43710,126047,488476,816419,95799,35624,267768,-327943,60175,35734,-2865,-18638,20155
2021-05-04,992776,306207,43161,129859,460897,786227,95813,33529,263046,-325330,62284,-5271,-549,-27579,-30192
2021-05-11,1030575,325469,44266,141729,459611,806668,103766,37912,281203,-347057,65854,19262,1105,-1286,20441
2021-05-18,1034144,311524,43690,155032,472394,797912,95194,37510,267834,-325518,57684,-13945,-576,12783,-8756
2021-05-25,1021300,296225,43234,162304,470088,777163,92683,38599,252991,-307075,54084,-15299,-456,-2306,-20749
2021-06-01,1024776,309620,40394,155241,461251,789534,98664,39607,269226,-328283,59057,13395,-2840,-8837,12371
2021-06-08,1017887,311503,41394,155028,451021,781570,100335,39895,270109,-330549,60440,1883,1000,-10230,-7964
2021-06-15,1002786,308086,38425,146177,454802,773546,93721,44638,269661,-318744,49083,-3417,-2969,3781,-8024
2021-06-22,925321,282164,40173,134483,425054,704089,83620,46576,241991,-279035,37044,-25922,1748,-29748,-69457
2021-06-29,892168,280757,40029,126949,401035,684477,83427,40713,240728,-283442,42714,-1407,-144,-24019,-19612
2021-07-06,931814,303961,39956,138766,401037,720662,88050,32430,264005,-319625,55620,23204,-73,2,36185
2021-07-13,928170,291348,44367,141693,414260,704330,80869,37780,246981,-290070,43089,-12613,4411,13223,-16332
2021-07-20,920665,282512,40043,139732,413344,702889,85077,38001,242469,-289545,47076,-8836,-4324,-916,-1441
2021-07-27,954073,307945,36958,141576,407255,733972,97297,41567,270987,-326717,55730,25433,-3085,-6089,31083
2021-08-03,987110,320806,37519,152353,425151,757754,88800,39484,283287,-332603,49316,12861,561,17896,23782
2021-08-10,998508,335075,37654,150664,417712,769097,95057,41093,297421,-351385,53964,14269,135,-7439,11343
2021-08-17,1033177,339414,37147,155696,442141,799547,95926,40787,302267,-357406,55139,4339,-507,24429,30450
2021-08-24,1063378,338985,39908,165475,462375,812810,96543,45185,299077,-350435,51358,-429,2761,20234,13263
2021-08-31,1058996,333709,42277,159998,470073,808868,95216,47853,291432,-338795,47363,-5276,2369,7698,-3942
2021-09-07,1052962,327732,43803,162530,474810,800542,87890,46087,283929,-325732,41803,-5977,1526,4737,-8326
2021-09-14,1024815,303937,44888,151617,473195,775057,96066,53253,259049,-301862,42813,-23795,1085,-1615,-25485
2021-09-21,952975,294049,44582,133567,436110,726502,89249,48324,249467,-290392,40925,-9888,-306,-37085,-48555
2021-09-28,889873,297099,48184,124920,382907,674631,84947,42138,248915,-291724,42809,3050,3602,-53203,-51871
2021-10-05,888354,296884,49509,130827,372006,665141,88637,42877,247375,-293135,45760,-215,1325,-10901,-9490
2021-10-12,891672,294624,48436,127939,373277,667951,95832,47346,246188,-294674,48486,-2260,-1073,1271,2810
2021-10-19,871316,273687,62137,129424,382386,625950,85819,53805,211550,-243564,32014,-20937,13701,9109,-42001
2021-10-26,874742,258776,60169,128276,392733,637074,94957,49223,198607,-244341,45734,-14911,-1968,10347,11124
2021-11-02,884507,268307,59246,131319,392717,643566,92164,50376,209061,-250849,41788,9531,-923,-16,6492
2021-11-09,897739,268559,56528,138208,392370,653131,98602,49872,212031,-260761,48730,252,-2718,-347,9565
2021-11-16,906385,278893,51504,142206,388334,664519,96952,48156,227389,-276185,48796,10334,-5024,-4036,11388
2021-11-23,920493,297379,47753,134158,392868,689790,96088,48792,249626,-296922,47296,18486,-3751,4534,25271
2021-11-30,882199,274020,59025,124515,402372,645299,81292,53360,214995,-242927,27932,-23359,11272,9504,-44491
2021-12-07,857621,248411,57172,116024,412295,633584,80891,50841,191239,-221289,30050,-25609,-1853,9923,-11715
2021-12-14,874996,257362,40899,120429,412123,664001,85082,49667,216463,-251878,35415,8951,-16273,-172,30417
2021-12-21,864082,240751,51553,121177,426557,637340,75597,54012,189198,-210783,21585,-16611,10654,14434,-26661
2021-12-28,864262,233490,48804,124090,427847,636858,78835,54510,184686,-209011,24325,-7261,-2749,1290,-482
2022-01-04,873918,228567,55580,129298,439824,632618,76229,56422,172987,-192794,19807,-4923,6776,11977,-4240
2022-01-11,883009,211346,88421,128341,467336,601827,75986,64420,122925,-134491,11566,-17221,32841,27512,-30791
2022-01-18,882598,192577,79409,134740,480302,607355,74979,61094,113168,-127053,13885,-18769,-9012,12966,5528
2022-01-25,875995,187445,66162,132282,479923,622895,76345,54656,121283,-142972,21689,-5132,-13247,-379,15540
2022-02-01,897035,181186,87593,135020,501416,618916,79413,55506,93593,-117500,23907,-6259,21431,21493,-3979
2022-02-08,931602,184040,104950,132174,532127,629090,83261,65388,79090,-96963,17873,2854,17357,30711,10174
2022-02-15,871213,182861,108298,120468,489754,580142,78130,62305,74563,-90388,15825,-1179,3348,-42373,-48948
2022-02-22,857376,183029,107783,115038,480097,575403,79212,59152,75246,-95306,20060,168,-515,-9657,-4739
2022-03-01,816211,180931,96392,112155,443667,548990,79458,58674,84539,-105323,20784,-2098,-11391,-36430,-26413
2022-03-08,837413,213623,62547,104331,429582,620438,89877,50097,151076,-190856,39780,32692,-33845,-14085,71448
2022-03-15,818877,209848,53268,99114,422056,610092,87859,56403,156580,-188036,31456,-3775,-9279,-7526,-10346
2022-03-22,817462,212075,56279,96749,419942,614275,88696,50159,155796,-194333,38537,2227,3011,-2114,4183
2022-03-29,819459,222154,60573,97817,408820,611578,90668,49491,161581,-202758,41177,10079,4294,-11122,-2697
2022-04-05,859871,243133,54586,108259,404728,644835,103751,52191,188547,-240107,51560,20979,-5987,-4092,33257
2022-04-12,916130,292621,52757,105282,407382,709010,110845,49081,239864,-301628,61764,49488,-1829,2654,64175
2022-04-19,909622,296437,56922,105220,402400,697870,105565,49610,239515,-295470,55955,3816,4165,-4982,-11140
2022-04-26,846421,277698,55149,104643,375167,636192,88913,50437,222549,-261025,38476,-18739,-1773,-27233,-61678
2022-05-03,818627,264899,63307,102122,366584,602978,85022,50220,201592,-236394,34802,-12799,8158,-8583,-33214
2022-05-10,797453,251330,64145,94731,365263,585874,86129,52703,187185,-220611,33426,-13569,838,-1321,-17104
2022-05-17,825281,252752,56122,99650,378422,623796,94457,45713,196630,-245374,48744,1422,-8023,13159,37922
2022-05-24,847420,262661,53174,113267,380523,635973,90969,45006,209487,-255450,45963,9909,-2948,2101,12177
2022-05-31,848463,259634,57954,116977,382461,623213,89391,50319,201680,-240752,39072,-3027,4780,1938,-12760
2022-06-07,849814,252688,57285,123674,383138,617634,90314,51221,195403,-234496,39093,-6946,-669,677,-5579
2022-06-14,800806,233102,62619,105873,380876,578882,80955,53432,170483,-198006,27523,-19586,5334,-2262,-38752
2022-06-21,779773,227142,64031,98745,383646,564926,70240,52071,163111,-181280,18169,-5960,1412,2770,-13956
2022-06-28,734324,210575,87866,95931,361005,493882,66813,56645,122709,-132877,10168,-16567,23835,-22641,-71044
2022-07-05,713245,191390,107878,94825,361892,447147,65138,63395,83512,-85255,1743,-19185,20012,887,-46735
2022-07-12,701144,188691,82822,95343,354173,469952,62937,53027,105869,-115779,9910,-2699,-25056,-7719,22805
2022-07-19,703614,192030,64868,91702,353385,495227,66497,51817,127162,-141842,14680,3339,-17954,-788,25275
2022-07-26,722469,181773,117670,97334,378486,444242,64876,63223,64103,-65756,1653,-10257,52802,25101,-50985
2022-08-02,760093,182484,148046,109092,403319,438548,65198,64407,34438,-35229,791,711,30376,24833,-5694
2022-08-09,765669,174128,148063,107148,416052,446660,68341,63798,26065,-30608,4543,-8356,17,12733,8112
2022-08-16,737535,171404,121434,100943,396588,458425,68600,56733,49970,-61837,11867,-2724,-26629,-19464,11765
2022-08-23,750335,178296,120209,101571,406174,466292,64294,62263,58087,-60118,2031,6892,-1225,9586,7867
2022-08-30,752642,175450,112899,107952,402664,475257,66576,56534,62551,-72593,10042,-2846,-7310,-3510,8965
2022-09-06,760601,178344,120573,109290,409718,471662,63249,59076,57771,-61944,4173,2894,7674,7054,-3595
2022-09-13,751873,182761,114431,94968,406409,485835,67735,56639,68330,-79426,11096,4417,-6142,-3309,14173
2022-09-20,744972,164043,126698,91777,424443,460303,64709,66194,37345,-35860,-1485,-18718,12267,18034,-25532
2022-09-27,710887,171124,122523,79729,390232,446641,69802,61994,48601,-56409,7808,7081,-4175,-34211,-13662
2022-10-04,687018,167821,120734,86046,362979,426333,70172,53905,47087,-63354,16267,-3303,-1789,-27253,-20308
2022-10-11,687209,183050,81935,79464,343017,478162,81678,47648,101115,-135145,34030,15229,-38799,-19962,51829
2022-10-18,711664,205568,79156,80289,342150,506821,83657,45398,126412,-164671,38259,22518,-2779,-867,28659
2022-10-25,723503,199761,87873,83545,367374,507521,72823,44564,111888,-140147,28259,-5807,8717,25224,700
2022-11-01,737846,184759,115666,89436,396173,486749,67478,45995,69093,-90576,21483,-15002,27793,28799,-20772
2022-11-08,766340,194931,104749,92107,401032,523593,78270,45891,90182,-122561,32379,10172,-10917,4859,36844
2022-11-15,832522,251928,95734,93973,391034,592813,95587,50002,156194,-201779,45585,56997,-9015,-9998,69220
2022-11-22,872727,287196,99234,94799,389506,625632,101226,53062,187962,-236126,48164,35268,3500,-1528,32819
2022-11-29,876309,282793,103758,102889,396433,619040,94194,50622,179035,-222607,43572,-4403,4524,6927,-6592
2022-12-06,881388,282673,99549,110784,396317,622383,91614,48672,183124,-226066,42942,-120,-4209,-116,3343
2022-12-13,899777,288052,95001,118827,401488,630081,91410,55868,193051,-228593,35542,5379,-4548,5171,7698
2022-12-20,922300,326115,92949,122119,374505,657540,99561,49692,233166,-283035,49869,38063,-2052,-26983,27459
2022-12-27,943801,342482,96052,127468,373633,670388,100218,49893,246430,-296755,50325,16367,3103,-872,12848
2023-01-03,940021,325685,97193,139330,381086,654583,93920,48915,228492,-273497,45005,-16797,1141,7453,-15805
2023-01-10,905839,274296,86583,141691,399818,632327,90034,45238,187713,-232509,44796,-51389,-10610,18732,-22256
2023-01-17,898526,273666,86968,146426,387186,620330,91248,44802,186698,-233144,46446,-630,385,-12632,-11997
2023-01-24,924848,270150,85066,158664,404948,634287,91086,46831,185084,-229339,44255,-3516,-1902,17762,13957
2023-01-31,995391,333718,86646,169519,389834,682282,102320,56944,247072,-292448,45376,63568,1580,-15114,47995
2023-02-07,1001483,323990,88010,165782,416424,698741,95287,48950,235980,-282317,46337,-9728,1364,26590,16459
2023-02-14,969635,327871,89045,150439,401658,681037,89667,49114,238826,-279379,40553,3881,1035,-14766,-17704
2023-02-21,926553,317876,84538,146792,366001,643743,95884,51480,233338,-277742,44404,-9995,-4507,-35657,-37294
