date,prev,L,S,OI,net,dL,dS,dNet,dOI,dLpct,net_prev
2000-03-14,2000-03-07,88596,22893,652752,65703,26634,-8399,35033,65447,4.5349520266301155,30670
2000-03-21,2000-03-14,97716,20067,677158,77649,9120,-2826,11946,24406,1.3971615559967645,65703
2000-03-28,2000-03-21,75796,22027,676320,53769,-21920,1960,-23880,-838,-3.237058411773914,77649
2000-04-04,2000-03-28,68907,21022,682352,47885,-6889,-1005,-5884,6032,-1.0186006624083275,53769
2000-04-11,2000-04-04,57532,22162,667473,35370,-11375,1140,-12515,-14879,-1.6670281614181537,47885
2000-04-18,2000-04-11,53575,25742,669136,27833,-3957,3580,-7537,1663,-0.5928329685245696,35370
2000-04-25,2000-04-18,56663,24328,630203,32335,3088,-1414,4502,-38933,0.4614906386743502,27833
2000-05-02,2000-04-25,77369,18153,656904,59216,20706,-6175,26881,26701,3.2856079707649757,32335
2000-05-09,2000-05-02,81652,13826,678020,67826,4283,-4327,8610,21116,0.6519978566122295,59216
2000-05-16,2000-05-09,63032,14925,663504,48107,-18620,1099,-19719,-14516,-2.7462316745818707,67826
2000-05-23,2000-05-16,58269,16087,654711,42182,-4763,1162,-5925,-8793,-0.7178555065229448,48107
2000-05-30,2000-05-23,34342,28115,628408,6227,-23927,12028,-35955,-26303,-3.6545895822737053,42182
2000-06-06,2000-05-30,29581,37792,629807,-8211,-4761,9677,-14438,1399,-0.7576288016702525,6227
2000-06-13,2000-06-06,26293,44440,653496,-18147,-3288,6648,-9936,23689,-0.5220646960100476,-8211
2000-06-20,2000-06-13,26038,49064,631319,-23026,-255,4624,-4879,-22177,-0.03902089683793015,-18147
2000-06-27,2000-06-20,24556,47097,572757,-22541,-1482,-1967,485,-58562,-0.23474661779544098,-23026
2000-07-05,2000-06-27,23451,50168,568920,-26717,-1105,3071,-4176,-3837,-0.19292649413276486,-22541
2000-07-11,2000-07-05,26458,53374,564912,-26916,3007,3206,-199,-4008,0.5285453139281445,-26717
2000-07-18,2000-07-11,21829,56189,563260,-34360,-4629,2815,-7444,-1652,-0.8194196618234345,-26916
2000-07-25,2000-07-18,20782,53144,540812,-32362,-1047,-3045,1998,-22448,-0.18588218584667826,-34360
2000-08-01,2000-07-25,20901,53431,529165,-32530,119,287,-168,-11647,0.02200394961650259,-32362
2000-08-08,2000-08-01,20195,55953,516015,-35758,-706,2522,-3228,-13150,-0.1334177430480096,-32530
2000-08-15,2000-08-08,17863,57987,517497,-40124,-2332,2034,-4366,1482,-0.45192484714591635,-35758
2000-08-22,2000-08-15,19120,60795,479868,-41675,1257,2808,-1551,-37629,0.2428999588403411,-40124
2000-08-29,2000-08-22,20516,59998,473626,-39482,1396,-797,2193,-6242,0.2909133345003209,-41675
2000-09-05,2000-08-29,19251,51315,462152,-32064,-1265,-8683,7418,-11474,-0.26708837774953237,-39482
2000-09-12,2000-09-05,18015,56145,461333,-38130,-1236,4830,-6066,-819,-0.2674444771417196,-32064
2000-09-19,2000-09-12,18493,62641,464760,-44148,478,6496,-6018,3427,0.10361279162773962,-38130
2000-09-26,2000-09-19,20368,58125,471344,-37757,1875,-4516,6391,6584,0.40343403046733795,-44148
2000-10-03,2000-09-26,25324,49813,494480,-24489,4956,-8312,13268,23136,1.0514613530669745,-37757
2000-10-10,2000-10-03,38111,42975,510227,-4864,12787,-6838,19625,15747,2.5859488755864746,-24489
2000-10-17,2000-10-10,43546,35728,535274,7818,5435,-7247,12682,25047,1.065212150670192,-4864
2000-10-24,2000-10-17,41147,34968,539947,6179,-2399,-760,-1639,4673,-0.448181678915845,7818
2000-10-31,2000-10-24,46496,40173,572981,6323,5349,5205,144,33034,0.9906527862919879,6179
2000-11-07,2000-10-31,65009,29629,619177,35380,18513,-10544,29057,46196,3.2309971883884456,6323
2000-11-14,2000-11-07,71167,29595,606990,41572,6158,-34,6192,-12187,0.9945459860427632,35380
2000-11-21,2000-11-14,70698,28322,554616,42376,-469,-1273,804,-52374,-0.07726651180414834,41572
2000-11-28,2000-11-21,65492,31293,539874,34199,-5206,2971,-8177,-14742,-0.9386674744327608,42376
2000-12-05,2000-11-28,66143,37335,523534,28808,651,6042,-5391,-16340,0.12058369175029729,34199
2000-12-12,2000-12-05,56945,42581,516835,14364,-9198,5246,-14444,-6699,-1.7569059507118925,28808
2000-12-19,2000-12-12,63368,33125,522955,30243,6423,-9456,15879,6120,1.2427563922721951,14364
2000-12-26,2000-12-19,66590,31419,525197,35171,3222,-1706,4928,2242,0.6161141972062606,30243
2001-01-02,2000-12-26,91708,30244,565853,61464,25118,-1175,26293,40656,4.782586343790997,35171
2001-01-09,2001-01-02,84944,25837,569289,59107,-6764,-4407,-2357,3436,-1.1953634601212684,61464
2001-01-16,2001-01-09,59465,32229,582108,27236,-25479,6392,-31871,12819,-4.475582700526446,59107
2001-01-23,2001-01-16,49837,42857,588229,6980,-9628,10628,-20256,6121,-1.6539886069251755,27236
2001-01-30,2001-01-23,34450,56309,620629,-21859,-15387,13452,-28839,32400,-2.615817989252485,6980
2001-02-06,2001-01-30,37131,65089,643099,-27958,2681,8780,-6099,22470,0.43198110304223614,-21859
2001-02-13,2001-02-06,37753,64241,629548,-26488,622,-848,1470,-13551,0.09671916765536877,-27958
2001-02-20,2001-02-13,36192,63422,562202,-27230,-1561,-819,-742,-67346,-0.24795567613589434,-26488
2001-02-27,2001-02-20,35887,65154,558695,-29267,-305,1732,-2037,-3507,-0.05425096317693641,-27230
2001-03-06,2001-02-27,39613,53839,556466,-14226,3726,-11315,15041,-2229,0.6669112843322386,-29267
2001-03-13,2001-03-06,36403,54073,552552,-17670,-3210,234,-3444,-3914,-0.5768546505985991,-14226
2001-03-20,2001-03-13,39392,72446,584843,-33054,2989,18373,-15384,32291,0.5409445626836931,-17670
2001-03-27,2001-03-20,34859,78881,575692,-44022,-4533,6435,-10968,-9151,-0.7750798077432747,-33054
2001-04-03,2001-03-27,32165,81534,594377,-49369,-2694,2653,-5347,18685,-0.46795856117507284,-44022
2001-04-10,2001-04-03,33350,78229,592652,-44879,1185,-3305,4490,-1725,0.19936841432289606,-49369
2001-04-17,2001-04-10,32220,72937,595146,-40717,-1130,-5292,4162,2494,-0.1906683854943542,-44879
2001-04-24,2001-04-17,30869,77863,560131,-46994,-1351,4926,-6277,-35015,-0.22700312192302394,-40717
2001-05-01,2001-04-24,27643,77960,543830,-50317,-3226,97,-3323,-16301,-0.5759367005218422,-46994
2001-05-08,2001-05-01,28531,83118,542404,-54587,888,5158,-4270,-1426,0.16328632109298863,-50317
2001-05-15,2001-05-08,26541,81357,544704,-54816,-1990,-1761,-229,2300,-0.3668851999616522,-54587
2001-05-22,2001-05-15,29482,82500,545780,-53018,2941,1143,1798,1076,0.539926271883445,-54816
2001-05-29,2001-05-22,32946,81326,555703,-48380,3464,-1174,4638,9923,0.6346879695115248,-53018
2001-06-05,2001-05-29,34449,76128,557742,-41679,1503,-5198,6701,2039,0.27046821773501317,-48380
2001-06-12,2001-06-05,34188,75817,560317,-41629,-261,-311,50,2575,-0.04679583033015265,-41679
2001-06-19,2001-06-12,32140,79655,566989,-47515,-2048,3838,-5886,6672,-0.3655073824281612,-41629
2001-06-26,2001-06-19,29868,79638,515465,-49770,-2272,-17,-2255,-51524,-0.40071324135036135,-47515
2001-07-03,2001-06-26,29687,78618,496211,-48931,-181,-1020,839,-19254,-0.03511392626075485,-49770
2001-07-10,2001-07-03,30194,55908,508010,-25714,507,-22710,23217,11799,0.1021742766685946,-48931
2001-07-17,2001-07-10,52837,27459,552808,25378,22643,-28449,51092,44798,4.457195724493612,-25714
2001-07-24,2001-07-17,43327,26889,532036,16438,-9510,-570,-8940,-20772,-1.7203079550223586,25378
2001-07-31,2001-07-24,41146,26023,521288,15123,-2181,-866,-1315,-10748,-0.40993466607522794,16438
2001-08-07,2001-07-31,42368,27353,517644,15015,1222,1330,-108,-3644,0.23441936127438193,15123
2001-08-14,2001-08-07,48969,23347,530321,25622,6601,-4006,10607,12677,1.2752007170951465,15015
2001-08-21,2001-08-14,49909,24850,522730,25059,940,1503,-563,-7591,0.17725113657577204,25622
2001-08-28,2001-08-21,49932,22475,466436,27457,23,-2375,2398,-56294,0.004399977043598033,25059
2001-09-04,2001-08-28,50465,20735,453628,29730,533,-1740,2273,-12808,0.11427076812252915,27457
2001-09-10,2001-09-04,46935,20934,452511,26001,-3530,199,-3729,-1117,-0.7781706596594566,29730
2001-09-18,2001-09-10,45856,33742,473977,12114,-1079,12808,-13887,21466,-0.23844724216648877,26001
2001-09-25,2001-09-18,37713,47224,503867,-9511,-8143,13482,-21625,29890,-1.7180158530899179,12114
2001-10-02,2001-09-25,39958,65380,531569,-25422,2245,18156,-15911,27702,0.44555408470886165,-9511
2001-10-09,2001-10-02,35109,68032,532781,-32923,-4849,2652,-7501,1212,-0.9122051887901664,-25422
2001-10-16,2001-10-09,29006,69006,547797,-40000,-6103,974,-7077,15016,-1.1454988072022088,-32923
2001-10-23,2001-10-16,31137,75382,559597,-44245,2131,6376,-4245,11800,0.3890127182149592,-40000
2001-10-30,2001-10-23,34375,89027,582341,-54652,3238,13645,-10407,22744,0.5786306931595416,-44245
2001-11-06,2001-10-30,36940,93581,613960,-56641,2565,4554,-1989,31619,0.4404635771824412,-54652
2001-11-13,2001-11-06,35772,85184,608450,-49412,-1168,-8397,7229,-5510,-0.19024040654114274,-56641
2001-11-20,2001-11-13,35695,82030,607507,-46335,-77,-3154,3077,-943,-0.012655107239707452,-49412
2001-11-27,2001-11-20,29284,82989,534962,-53705,-6411,959,-7370,-72545,-1.0552964821804522,-46335
2001-12-04,2001-11-27,39157,74236,521694,-35079,9873,-8753,18626,-13268,1.845551646659015,-53705
2001-12-11,2001-12-04,46022,71788,533109,-25766,6865,-2448,9313,11415,1.3159054924917672,-35079
2001-12-18,2001-12-11,39004,76760,530382,-37756,-7018,4972,-11990,-2727,-1.316428722831541,-25766
2001-12-21,2001-12-18,39207,86583,542441,-47376,203,9823,-9620,12059,0.03827430040989325,-37756
2001-12-28,2001-12-21,41134,97354,544536,-56220,1927,10771,-8844,2095,0.3552460083216424,-47376
2002-01-08,2001-12-28,46800,105092,574758,-58292,5666,7738,-2072,30222,1.0405189004951003,-56220
2002-01-15,2002-01-08,50487,103442,594546,-52955,3687,-1650,5337,19788,0.6414873738164584,-58292
2002-01-22,2002-01-15,51183,100603,600666,-49420,696,-2839,3535,6120,0.11706411278521764,-52955
2002-01-29,2002-01-22,48020,110670,602977,-62650,-3163,10067,-13230,2311,-0.5265821604685467,-49420
2002-02-05,2002-01-29,48313,119089,610021,-70776,293,8419,-8126,7044,0.04859223486136287,-62650
2002-02-12,2002-02-05,48038,121372,602356,-73334,-275,2283,-2558,-7665,-0.045080415264392534,-70776
2002-02-19,2002-02-12,47506,113052,593989,-65546,-532,-8320,7788,-8367,-0.08831986400069061,-73334
2002-02-26,2002-02-19,45738,120155,551097,-74417,-1768,7103,-8871,-42892,-0.29764860965438755,-65546
2002-03-05,2002-02-26,43703,117460,538920,-73757,-2035,-2695,660,-12177,-0.3692634871900954,-74417
2002-03-12,2002-03-05,43392,111736,548504,-68344,-311,-5724,5413,9584,-0.05770800860981221,-73757
2002-03-19,2002-03-12,43848,114937,558062,-71089,456,3201,-2745,9558,0.08313521870396569,-68344
2002-03-26,2002-03-19,40000,115983,566328,-75983,-3848,1046,-4894,8266,-0.6895291204203118,-71089
2002-04-02,2002-03-26,34731,115146,569852,-80415,-5269,-837,-4432,3524,-0.9303795680241839,-75983
2002-04-09,2002-04-02,33030,108154,576124,-75124,-1701,-6992,5291,6272,-0.2984985575201982,-80415
2002-04-16,2002-04-09,32940,105474,576706,-72534,-90,-2680,2590,582,-0.015621637008699516,-75124
2002-04-23,2002-04-16,33154,102311,570254,-69157,214,-3163,3377,-6452,0.03710729557174713,-72534
2002-04-30,2002-04-23,31956,103251,527418,-71295,-1198,940,-2138,-42836,-0.21008182318756202,-69157
2002-05-07,2002-04-30,32992,102543,539779,-69551,1036,-708,1744,12361,0.19642863914390482,-71295
2002-05-14,2002-05-07,35209,70783,576268,-35574,2217,-31760,33977,36489,0.41072364801150096,-69551
2002-05-21,2002-05-14,37350,61226,582841,-23876,2141,-9557,11698,6573,0.37152852492243194,-35574
2002-05-28,2002-05-21,39689,62842,573595,-23153,2339,1616,723,-9246,0.40131013432479873,-23876
2002-06-04,2002-05-28,40422,61889,585041,-21467,733,-953,1686,11446,0.12779051421299,-23153
2002-06-11,2002-06-04,37675,65303,575113,-27628,-2747,3414,-6161,-9928,-0.4695397416591316,-21467
2002-06-18,2002-06-11,38277,69642,589807,-31365,602,4339,-3737,14694,0.10467508124490318,-27628
2002-06-25,2002-06-18,60814,38983,555111,21831,22537,-30659,53196,-34696,3.8210804551319333,-31365
2002-07-02,2002-06-25,89403,29146,610543,60257,28589,-9837,38426,55432,5.150141142942583,21831
2002-07-09,2002-07-02,87791,27536,605357,60255,-1612,-1610,-2,-5186,-0.26402726753070627,60257
2002-07-16,2002-07-09,77587,29018,612699,48569,-10204,1482,-11686,7342,-1.6856169169597444,60255
2002-07-23,2002-07-16,86933,26758,659111,60175,9346,-2260,11606,46412,1.5253819575354295,48569
2002-07-30,2002-07-23,90646,25310,641517,65336,3713,-1448,5161,-17594,0.5633345521467553,60175
2002-08-06,2002-07-30,99810,26236,714723,73574,9164,926,8238,73206,1.4284890345852097,65336
2002-08-13,2002-08-06,102322,28079,756651,74243,2512,1843,669,41928,0.35146483322909716,73574
2002-08-20,2002-08-13,105464,30452,736647,75012,3142,2373,769,-20004,0.41525088845451863,74243
2002-08-27,2002-08-20,101351,30764,668232,70587,-4113,312,-4425,-68415,-0.5583406977833345,75012
2002-09-03,2002-08-27,101993,31322,659094,70671,642,558,84,-9138,0.09607441726825414,70587
2002-09-10,2002-09-03,110339,35516,703004,74823,8346,4194,4152,43910,1.2662837167384318,70671
2002-09-17,2002-09-10,108927,33089,690786,75838,-1412,-2427,1015,-12218,-0.20085234223418358,74823
2002-09-24,2002-09-17,86212,29921,675347,56291,-22715,-3168,-19547,-15439,-3.2882832020336252,75838
2002-10-01,2002-09-24,72458,31152,665269,41306,-13754,1231,-14985,-10078,-2.0365826752765614,56291
2002-10-08,2002-10-01,72693,30390,667449,42303,235,-762,997,2180,0.03532405688525995,41306
2002-10-15,2002-10-08,69695,41102,675086,28593,-2998,10712,-13710,7637,-0.4491728956070052,42303
2002-10-22,2002-10-15,66234,39039,671218,27195,-3461,-2063,-1398,-3868,-0.5126754220943701,28593
2002-10-29,2002-10-22,62661,40071,668662,22590,-3573,1032,-4605,-2556,-0.5323158794907168,27195
2002-11-05,2002-10-29,63110,46556,687472,16554,449,6485,-6036,18810,0.0671490229742381,22590
2002-11-12,2002-11-05,61529,57879,691536,3650,-1581,11323,-12904,4064,-0.2299730025368306,16554
2002-11-19,2002-11-12,55802,62060,670580,-6258,-5727,4181,-9908,-20956,-0.828156451724856,3650
2002-11-26,2002-11-19,52507,58392,568099,-5885,-3295,-3668,373,-102481,-0.4913656834382177,-6258
2002-12-03,2002-11-26,51895,60333,565847,-8438,-612,1941,-2553,-2252,-0.10772770238990036,-5885
2002-12-10,2002-12-03,53447,71764,562804,-18317,1552,11431,-9879,-3043,0.27427908957721786,-8438
2002-12-17,2002-12-10,50257,72018,556581,-21761,-3190,254,-3444,-6223,-0.5668047846141819,-18317
2002-12-23,2002-12-17,47422,67629,552734,-20207,-2835,-4389,1554,-3847,-0.5093598236375299,-21761
2002-12-31,2002-12-23,46577,73312,550746,-26735,-845,5683,-6528,-1988,-0.15287642880662308,-20207
2003-01-07,2002-12-31,50158,82421,561323,-32263,3581,9109,-5528,10577,0.6502089892618376,-26735
2003-01-14,2003-01-07,49226,95054,584051,-45828,-932,12633,-13565,22728,-0.1660363106446734,-32263
2003-01-21,2003-01-14,48342,102201,596074,-53859,-884,7147,-8031,12023,-0.15135664522447526,-45828
2003-01-28,2003-01-21,51089,99915,592610,-48826,2747,-2286,5033,-3464,0.46084882078399664,-53859
2003-02-04,2003-01-28,44599,101144,602955,-56545,-6490,1229,-7719,10345,-1.0951553298121868,-48826
2003-02-11,2003-02-04,50003,90717,610756,-40714,5404,-10427,15831,7801,0.89625262250085,-56545
2003-02-18,2003-02-11,50716,89733,606884,-39017,713,-984,1697,-3872,0.1167405641532789,-40714
2003-02-25,2003-02-18,43865,111093,563671,-67228,-6851,21360,-28211,-43213,-1.1288813018632886,-39017
2003-03-04,2003-02-25,44427,123875,560523,-79448,562,12782,-12220,-3148,0.09970355047536596,-67228
2003-03-11,2003-03-04,48764,110690,538605,-61926,4337,-13185,17522,-21918,0.7737416662652559,-79448
2003-03-18,2003-03-11,45080,121991,566896,-76911,-3684,11301,-14985,28291,-0.6839891943075166,-61926
2003-03-25,2003-03-18,40865,127912,567462,-87047,-4215,5921,-10136,566,-0.7435226214332082,-76911
2003-04-01,2003-03-25,40540,115306,555838,-74766,-325,-12606,12281,-11624,-0.05727255745759187,-87047
2003-04-08,2003-04-01,52702,79564,545115,-26862,12162,-35742,47904,-10723,2.1880475966018875,-74766
2003-04-15,2003-04-08,54993,69730,544362,-14737,2291,-9834,12125,-753,0.42027828990213073,-26862
2003-04-22,2003-04-15,56590,69938,533454,-13348,1597,208,1389,-10908,0.29337095535691327,-14737
2003-04-29,2003-04-22,46621,89847,498750,-43226,-9969,19909,-29878,-34704,-1.8687646919884375,-13348
2003-05-06,2003-04-29,47565,96773,509032,-49208,944,6926,-5982,10282,0.18927318295739348,-43226
2003-05-13,2003-05-06,78406,46877,540322,31529,30841,-49896,80737,31290,6.058754655895897,-49208
2003-05-20,2003-05-13,84323,33263,548357,51060,5917,-13614,19531,8035,1.0950877439748892,31529
2003-05-27,2003-05-20,70770,32608,528272,38162,-13553,-655,-12898,-20085,-2.4715650570704852,51060
2003-06-03,2003-05-27,64965,35632,520111,29333,-5805,3024,-8829,-8161,-1.0988657358330556,38162
2003-06-10,2003-06-03,52080,42907,514289,9173,-12885,7275,-20160,-5822,-2.4773557952052543,29333
2003-06-17,2003-06-10,52246,35486,515855,16760,166,-7421,7587,1566,0.03227757155995948,9173
2003-06-24,2003-06-17,46759,40037,476438,6722,-5487,4551,-10038,-39417,-1.0636709928177492,16760
2003-07-01,2003-06-24,34401,75339,476678,-40938,-12358,35302,-47660,240,-2.5938317262686854,6722
2003-07-08,2003-07-01,31829,88865,486999,-57036,-2572,13526,-16098,10321,-0.5395675907006406,-40938
2003-07-15,2003-07-08,33570,108539,512654,-74969,1741,19674,-17933,25655,0.35749560060698277,-57036
2003-07-22,2003-07-15,34649,115851,536110,-81202,1079,7312,-6233,23456,0.21047334069372328,-74969
2003-07-29,2003-07-22,33740,127492,539783,-93752,-909,11641,-12550,3673,-0.1695547555538975,-81202
2003-08-05,2003-07-29,35729,130595,555328,-94866,1989,3103,-1114,15545,0.36848140826961945,-93752
2003-08-12,2003-08-05,42119,97668,540850,-55549,6390,-32927,39317,-14478,1.1506713149706118,-94866
2003-08-19,2003-08-12,45754,62951,523561,-17197,3635,-34717,38352,-17289,0.6720902283442729,-55549
2003-08-26,2003-08-19,44092,56659,468342,-12567,-1662,-6292,4630,-55219,-0.3174415206633038,-17197
2003-09-02,2003-08-26,60082,51059,471580,9023,15990,-5600,21590,3238,3.4141716950433656,-12567
2003-09-09,2003-09-02,69904,43137,487904,26767,9822,-7922,17744,16324,2.082785529496586,9023
2003-09-16,2003-09-09,52517,38955,478996,13562,-17387,-4182,-13205,-8908,-3.5636108742703483,26767
2003-09-23,2003-09-16,52454,48592,494571,3862,-63,9637,-9700,15575,-0.01315251066814754,13562
2003-09-30,2003-09-23,47919,56065,499474,-8146,-4535,7473,-12008,4903,-0.916956311631697,3862
2003-10-07,2003-09-30,55417,61996,514336,-6579,7498,5931,1567,14862,1.5011792405610702,-8146
2003-10-14,2003-10-07,52584,76635,543594,-24051,-2833,14639,-17472,29258,-0.5508072544017919,-6579
2003-10-21,2003-10-14,58016,96757,580630,-38741,5432,20122,-14690,37036,0.9992751943546102,-24051
2003-10-28,2003-10-21,70896,51709,602914,19187,12880,-45048,57928,22284,2.2182801439815374,-38741
2003-11-04,2003-10-28,87238,36023,622657,51215,16342,-15686,32028,19743,2.7105026587539847,19187
2003-11-11,2003-11-04,93222,30951,624684,62271,5984,-5072,11056,2027,0.9610427570877705,51215
2003-11-18,2003-11-11,90519,32269,629720,58250,-2703,1318,-4021,5036,-0.4326987724993757,62271
2003-11-25,2003-11-18,84629,31233,558460,53396,-5890,-1036,-4854,-71260,-0.9353363399606175,58250
2003-12-02,2003-11-25,97530,29741,562071,67789,12901,-1492,14393,3611,2.3101027826522937,53396
2003-12-09,2003-12-02,116568,29167,573613,87401,19038,-574,19612,11542,3.3871165742406206,67789
2003-12-16,2003-12-09,128463,29197,587368,99266,11895,30,11865,13755,2.0736977718426886,87401
2003-12-22,2003-12-16,124106,28555,581221,95551,-4357,-642,-3715,-6147,-0.7417836858664415,99266
2003-12-30,2003-12-22,94530,35094,551482,59436,-29576,6539,-36115,-29739,-5.088597968758871,95551
2004-01-06,2003-12-30,111713,30608,587723,81105,17183,-4486,21669,36241,3.1157861906644277,59436
2004-01-13,2004-01-06,146230,28956,681469,117274,34517,-1652,36169,93746,5.873004799880216,81105
2004-01-20,2004-01-13,176766,37734,790028,139032,30536,8778,21758,108559,4.480908155763505,117274
2004-01-27,2004-01-20,191635,37140,832509,154495,14869,-594,15463,42481,1.8820851919172483,139032
2004-02-03,2004-01-27,191917,35618,842374,156299,282,-1522,1804,9865,0.033873507673790916,154495
2004-02-10,2004-02-03,197747,41590,870548,156157,5830,5972,-142,28174,0.6920916362565797,156299
2004-02-17,2004-02-10,198827,41901,866630,156926,1080,311,769,-3918,0.1240597876280228,156157
2004-02-24,2004-02-17,204839,40902,839663,163937,6012,-999,7011,-26967,0.6937216574547385,156926
2004-03-02,2004-02-24,204837,36871,844960,167966,-2,-4031,4029,5297,-0.00023819079797490184,163937
2004-03-09,2004-03-02,205894,36952,860533,168942,1057,81,976,15573,0.12509467903806096,167966
2004-03-16,2004-03-09,211969,36997,894682,174972,6075,45,6030,34149,0.7059578191655637,168942
2004-03-23,2004-03-16,214798,33997,952441,180801,2829,-3000,5829,57759,0.31620173424747566,174972
2004-03-30,2004-03-23,204470,32982,957353,171488,-10328,-1015,-9313,4912,-1.0843716303687052,180801
2004-04-06,2004-03-30,209534,40715,1043600,168819,5064,7733,-2669,86247,0.5289584928443323,171488
2004-04-12,2004-04-06,209289,38170,1025900,171119,-245,-2545,2300,-17700,-0.02347642775009582,168819
2004-04-20,2004-04-12,172008,33004,978006,139004,-37281,-5166,-32115,-47894,-3.6339799200701823,171119
2004-04-27,2004-04-20,167687,34457,918686,133230,-4321,1453,-5774,-59320,-0.44181733036402643,139004
2004-05-04,2004-04-27,167960,36327,930395,131633,273,1870,-1597,11709,0.02971635575158433,133230
2004-05-11,2004-05-04,135259,37780,886294,97479,-32701,1453,-34154,-44101,-3.514743737874774,131633
2004-05-18,2004-05-11,111757,47865,888682,63892,-23502,10085,-33587,2388,-2.651716021997215,97479
2004-05-25,2004-05-18,103264,52358,899019,50906,-8493,4493,-12986,10337,-0.9556849356687769,63892
2004-06-01,2004-05-25,108260,46848,930669,61412,4996,-5510,10506,31650,0.5557168424694028,50906
2004-06-08,2004-06-01,123164,29647,909636,93517,14904,-17201,32105,-21033,1.6014286497132708,61412
2004-06-15,2004-06-08,98532,38104,894633,60428,-24632,8457,-33089,-15003,-2.7078963453513274,93517
2004-06-22,2004-06-15,82486,45515,879633,36971,-16046,7411,-23457,-15000,-1.7935846319105153,60428
2004-06-29,2004-06-22,80825,46317,781007,34508,-1661,802,-2463,-98626,-0.18882875017194672,36971
2004-07-06,2004-06-29,83301,60218,743180,23083,2476,13901,-11425,-37827,0.3170266079561387,34508
2004-07-13,2004-07-06,83444,67524,769381,15920,143,7306,-7163,26201,0.019241637288409268,23083
2004-07-20,2004-07-13,80797,77755,782120,3042,-2647,10231,-12878,12739,-0.3440428084395118,15920
2004-07-27,2004-07-20,75250,97317,801321,-22067,-5547,19562,-25109,19201,-0.7092262056973354,3042
2004-08-03,2004-07-27,72572,99613,815518,-27041,-2678,2296,-4974,14197,-0.3341981552960674,-22067
2004-08-10,2004-08-03,69596,99648,801291,-30052,-2976,35,-3011,-14227,-0.36492143643671876,-27041
2004-08-17,2004-08-10,65704,99058,791828,-33354,-3892,-590,-3302,-9463,-0.4857161755217517,-30052
2004-08-24,2004-08-17,63348,99903,795882,-36555,-2356,845,-3201,4054,-0.2975393646094859,-33354
2004-08-31,2004-08-24,62447,100046,739948,-37599,-901,143,-1044,-55934,-0.11320773682530827,-36555
2004-09-07,2004-08-31,65732,96471,753720,-30739,3285,-3575,6860,13772,0.44395011541351553,-37599
2004-09-14,2004-09-07,66504,107813,755082,-41309,772,11342,-10570,1362,0.10242530382635462,-30739
2004-09-21,2004-09-14,68023,114564,773523,-46541,1519,6751,-5232,18441,0.20117020403082048,-41309
2004-09-28,2004-09-21,66402,122237,778532,-55835,-1621,7673,-9294,5009,-0.20956067240405263,-46541
2004-10-05,2004-09-28,70946,133031,808964,-62085,4544,10794,-6250,30432,0.5836625854813932,-55835
2004-10-12,2004-10-05,76308,141424,837096,-65116,5362,8393,-3031,28132,0.6628230675283449,-62085
2004-10-19,2004-10-12,76828,133169,827988,-56341,520,-8255,8775,-9108,0.062119517952540684,-65116
2004-10-26,2004-10-19,79527,136967,827723,-57440,2699,3798,-1099,-265,0.3259709077909342,-56341
2004-11-02,2004-10-26,78243,154935,849027,-76692,-1284,17968,-19252,21304,-0.15512435923612128,-57440
2004-11-09,2004-11-02,78131,151826,848698,-73695,-112,-3109,2997,-329,-0.013191571057221971,-76692
2004-11-16,2004-11-09,84489,146142,854339,-61653,6358,-5684,12042,5641,0.7491475177271538,-73695
2004-11-23,2004-11-16,81869,159703,838402,-77834,-2620,13561,-16181,-15937,-0.3066698348079626,-61653
2004-11-30,2004-11-23,77843,165995,693230,-88152,-4026,6292,-10318,-145172,-0.48019923616594423,-77834
2004-12-07,2004-11-30,70140,176354,698514,-106214,-7703,10359,-18062,5284,-1.1111752232303853,-88152
2004-12-14,2004-12-07,69974,177079,710313,-107105,-166,725,-891,11799,-0.023764734851413144,-106214
2004-12-21,2004-12-14,69271,172831,720439,-103560,-703,-4248,3545,10126,-0.09897045387033604,-107105
2004-12-28,2004-12-21,69205,164624,713077,-95419,-66,-8207,8141,-7362,-0.009161080952030637,-103560
2005-01-04,2004-12-28,69924,179408,726517,-109484,719,14784,-14065,13440,0.1008306255846143,-95419
2005-01-11,2005-01-04,73993,154398,747085,-80405,4069,-25010,29079,20568,0.5600694822006919,-109484
2005-01-18,2005-01-11,75796,199390,769823,-123594,1803,44992,-43189,22738,0.24133800036140468,-80405
2005-01-25,2005-01-18,64750,190490,778220,-125740,-11046,-8900,-2146,8397,-1.4348752895146029,-123594
2005-02-01,2005-01-25,63119,191738,787176,-128619,-1631,1248,-2879,8956,-0.20958083832335328,-125740
2005-02-08,2005-02-01,63921,193205,797695,-129284,802,1467,-665,10519,0.10188318749555372,-128619
2005-02-15,2005-02-08,71351,172205,807814,-100854,7430,-21000,28430,10119,0.9314336933289039,-129284
2005-02-22,2005-02-15,89562,141922,754485,-52360,18211,-30283,48494,-53329,2.2543555818542385,-100854
2005-03-01,2005-02-22,105754,97353,767305,8401,16192,-44569,60761,12820,2.1460996573821878,-52360
2005-03-08,2005-03-01,113308,82460,770697,30848,7554,-14893,22447,3392,0.9844846573396497,8401
2005-03-15,2005-03-08,128308,75990,839037,52318,15000,-6470,21470,68340,1.9462901762949643,30848
2005-03-22,2005-03-15,117810,66418,827996,51392,-10498,-9572,-926,-11041,-1.2511963119624046,52318
