market,date,oi,nc_l,nc_s,nc_sp,c_l,c_s,nr_l,nr_s,nc_net,c_net,nc_l_chg,nc_s_chg,c_l_chg,c_s_chg
瘦肉猪 (CME),2011-05-17,262467,52523,32100,70273,114105,122866,25566,37228,20423,-8761,-2369,4380,2788,-4507
瘦肉猪 (CME),2011-05-24,261950,49655,40745,70071,117972,115225,24253,35909,8910,2747,-2868,8645,3866,-7641
瘦肉猪 (CME),2011-05-31,264045,48913,47041,73022,117672,109408,24438,34573,1872,8264,-742,6296,-300,-5817
瘦肉猪 (CME),2011-06-07,268828,49034,47275,77656,117455,108381,24682,35516,1759,9074,122,233,-216,-1027
瘦肉猪 (CME),2011-06-14,262866,48787,45769,74895,117004,107637,22180,34564,3018,9367,-248,-1506,-451,-744
瘦肉猪 (CME),2011-06-21,259139,55243,39529,68052,112663,115905,23181,35653,15714,-3242,6456,-6240,-4341,8268
瘦肉猪 (CME),2011-06-28,277599,61034,36699,77545,116153,126236,22866,37118,24335,-10083,5791,-2830,3490,10331
瘦肉猪 (CME),2011-07-05,283121,60830,35718,79596,118885,130285,23811,37523,25112,-11400,-204,-981,2732,4049
瘦肉猪 (CME),2011-07-12,298815,69477,35342,84209,117876,137626,27252,41638,34135,-19750,8647,-376,-1009,7341
瘦肉猪 (CME),2011-07-19,290106,73643,33101,76413,112775,139270,27276,41322,40542,-26495,4166,-2241,-5102,1644
瘦肉猪 (CME),2011-07-26,295250,75067,29516,79301,111688,143656,29194,42777,45551,-31968,1424,-3585,-1087,4386
瘦肉猪 (CME),2011-08-02,308626,79840,27658,86218,111516,148252,31052,46497,52182,-36736,4773,-1858,-171,4597
瘦肉猪 (CME),2011-08-09,310255,77515,26776,88888,113873,148282,29979,46309,50739,-34409,-2324,-882,2356,29
瘦肉猪 (CME),2011-08-16,288047,71294,27502,76671,109106,140691,30976,43183,43792,-31585,-6221,726,-4767,-7590
瘦肉猪 (CME),2011-08-23,296165,69968,29514,82119,112438,139822,31640,44711,40454,-27384,-1326,2011,3332,-870
瘦肉猪 (CME),2011-08-30,295680,67889,30125,84106,115248,138005,28437,43444,37764,-22757,-2079,611,2810,-1817
瘦肉猪 (CME),2011-09-06,300548,68210,36599,80460,120399,138421,31478,45068,31611,-18022,321,6474,5152,416
瘦肉猪 (CME),2011-09-13,290548,72304,39744,73970,113657,133909,30617,42924,32560,-20252,4094,3146,-6742,-4512
瘦肉猪 (CME),2011-09-20,298841,70743,38187,83818,115726,133811,28553,43025,32556,-18085,-1560,-1558,2069,-99
瘦肉猪 (CME),2011-09-27,300130,70861,33422,82839,117386,138055,29044,45815,37439,-20669,118,-4764,1660,4244
瘦肉猪 (CME),2011-10-04,321731,73078,24526,98727,116692,148285,33234,50192,48552,-31593,2217,-8897,-694,10231
瘦肉猪 (CME),2011-10-11,348729,81231,24572,105054,119530,159027,42915,60077,56659,-39497,8153,46,2838,10742
瘦肉猪 (CME),2011-10-18,325173,90739,18417,91417,106301,163208,36716,52131,72322,-56907,9508,-6155,-13228,4181
瘦肉猪 (CME),2011-10-25,331136,96537,17624,92615,105711,168915,36272,51981,78913,-63204,5798,-793,-590,5707
瘦肉猪 (CME),2011-11-01,326219,92484,15341,92283,106576,169365,34876,49230,77143,-62789,-4053,-2283,864,450
瘦肉猪 (CME),2011-11-08,303131,83545,14584,82537,106931,160707,30117,45303,68961,-53776,-8939,-757,355,-8658
瘦肉猪 (CME),2011-11-15,299672,79551,19694,77731,112288,157824,30102,44423,59857,-45536,-3994,5110,5358,-2883
瘦肉猪 (CME),2011-11-22,304995,79588,17214,80717,112976,157903,31714,49161,62374,-44927,37,-2480,687,79
瘦肉猪 (CME),2011-11-29,314762,85324,19976,83827,111820,162580,33791,48378,65348,-50760,5735,2762,-1155,4677
瘦肉猪 (CME),2011-12-06,314499,86893,18054,83179,111362,165271,33065,47994,68839,-53909,1569,-1922,-458,2691
瘦肉猪 (CME),2011-12-13,306231,80053,18883,87024,106365,154965,32789,45359,61170,-48600,-6840,828,-4997,-10306
瘦肉猪 (CME),2011-12-20,282681,73064,25584,73996,107481,139709,28140,43392,47480,-32228,-6988,6701,1116,-15256
瘦肉猪 (CME),2011-12-27,281093,69810,31758,71325,110904,135162,29054,42848,38052,-24258,-3254,6174,3423,-4547
瘦肉猪 (CME),2012-01-03,277185,68277,34796,70557,110446,131600,27905,40232,33481,-21154,-1534,3037,-458,-3562
瘦肉猪 (CME),2012-01-10,284089,68908,39265,75659,109094,126942,30429,42223,29643,-17848,631,4469,-1352,-4658
瘦肉猪 (CME),2012-01-17,286625,72108,42075,74388,110128,129336,30001,40826,30033,-19208,3201,2810,1034,2394
瘦肉猪 (CME),2012-01-24,296676,75245,43511,78643,112161,135109,30627,39413,31734,-22948,3137,1436,2033,5774
瘦肉猪 (CME),2012-01-31,296067,74262,42807,81640,111376,131965,28789,39655,31455,-20589,-983,-704,-785,-3144
瘦肉猪 (CME),2012-02-07,305623,79603,39570,86293,110315,138133,29412,41628,40033,-27818,5342,-3237,-1061,6168
瘦肉猪 (CME),2012-02-14,307126,78992,35847,88534,108918,139910,30683,42835,43145,-30992,-612,-3722,-1397,1777
瘦肉猪 (CME),2012-02-21,302769,79407,35078,83125,109754,140382,30483,44184,44329,-30628,415,-770,836,472
瘦肉猪 (CME),2012-02-28,311391,80777,36571,87545,110042,141014,33027,46262,44206,-30972,1370,1493,288,632
瘦肉猪 (CME),2012-03-06,314636,75483,38031,88581,117467,140913,33105,47111,37452,-23446,-5294,1460,7425,-100
瘦肉猪 (CME),2012-03-13,303710,64905,39234,84237,122213,134654,32354,45585,25671,-12441,-10577,1203,4746,-6259
瘦肉猪 (CME),2012-03-20,310881,59137,43699,94083,125420,128386,32241,44713,15438,-2966,-5768,4465,3207,-6268
瘦肉猪 (CME),2012-03-27,318020,63594,55087,93798,127505,124474,33123,44661,8507,3031,4457,11388,2085,-3912
瘦肉猪 (CME),2012-04-03,317165,59544,57201,97855,126450,117501,33316,44610,2343,8949,-4050,2114,-1055,-6974
瘦肉猪 (CME),2012-04-10,307978,60128,54546,94567,121611,115659,31672,43206,5582,5952,584,-2655,-4839,-1841
瘦肉猪 (CME),2012-04-17,321084,72495,66359,95335,123071,116728,30182,42661,6136,6343,12368,11814,1460,1069
瘦肉猪 (CME),2012-04-24,329016,65661,61760,103720,127643,118850,31992,44686,3901,8793,-6834,-4599,4572,2122
瘦肉猪 (CME),2012-05-01,333495,63256,65871,108223,129929,114949,32086,44451,-2615,14980,-2405,4111,2286,-3900
瘦肉猪 (CME),2012-05-08,336917,64356,73522,110267,130691,109386,31603,43742,-9166,21305,1099,7651,762,-5563
瘦肉猪 (CME),2012-05-15,332862,62235,73069,107223,129182,107980,34221,44590,-10834,21202,-2121,-454,-1509,-1406
瘦肉猪 (CME),2012-05-22,331011,63768,64182,110663,123656,111635,32925,44531,-414,12021,1532,-8887,-5526,3655
瘦肉猪 (CME),2012-05-29,335328,65487,62864,111760,125661,116210,32420,44493,2623,9451,1719,-1318,2005,4575
瘦肉猪 (CME),2012-06-05,332349,60245,45901,120958,120770,119229,30376,46260,14344,1541,-5242,-16963,-4891,3019
瘦肉猪 (CME),2012-06-12,333683,65236,38055,122109,114943,127026,31396,46494,27181,-12083,4991,-7846,-5827,7797
瘦肉猪 (CME),2012-06-19,296600,70414,35513,88897,106321,125732,30967,46458,34901,-19411,5178,-2542,-8622,-1293
瘦肉猪 (CME),2012-06-26,301467,68077,33722,91989,109473,126668,31927,49088,34355,-17195,-2337,-1791,3152,936
瘦肉猪 (CME),2012-07-03,303708,75276,25980,89997,107755,140861,30680,46869,49296,-33106,7199,-7742,-1718,14193
瘦肉猪 (CME),2012-07-10,293612,72748,23547,87660,103446,136856,29758,45549,49201,-33410,-2528,-2433,-4309,-4006
瘦肉猪 (CME),2012-07-17,277021,70607,30932,82215,97804,122391,26396,41484,39675,-24587,-2141,7385,-5642,-14465
瘦肉猪 (CME),2012-07-24,261974,62491,27677,80392,95824,114879,23266,39025,34814,-19055,-8115,-3255,-1979,-7512
瘦肉猪 (CME),2012-07-31,270459,66892,26810,86359,94028,117308,23179,39981,40082,-23280,4401,-867,-1796,2429
瘦肉猪 (CME),2012-08-07,270541,67513,35674,85322,93051,111206,24656,38339,31839,-18155,621,8864,-978,-6102
瘦肉猪 (CME),2012-08-14,283662,71884,39095,94290,91599,113249,25890,37028,32789,-21650,4371,3421,-1452,2043
瘦肉猪 (CME),2012-08-21,271794,69374,39824,86300,89683,108848,26436,36823,29550,-19165,-2509,729,-1916,-4402
瘦肉猪 (CME),2012-08-28,282588,70806,45664,90839,93019,106430,27923,39654,25142,-13411,1432,5841,3336,-2417
瘦肉猪 (CME),2012-09-04,288462,74651,49384,91202,93975,105451,28634,42424,25267,-11476,3845,3720,955,-980
瘦肉猪 (CME),2012-09-11,304584,80745,54954,101584,92574,106788,29681,41258,25791,-14214,6095,5569,-1401,1338
瘦肉猪 (CME),2012-09-18,295310,79282,58585,93702,93592,102581,28734,40442,20697,-8989,-1464,3632,1019,-4207
瘦肉猪 (CME),2012-09-25,277119,70320,55375,89452,90858,92564,26488,39728,14945,-1706,-8961,-3210,-2734,-10017
瘦肉猪 (CME),2012-10-02,278828,66891,49020,98679,86785,92438,26473,38690,17871,-5653,-3429,-6354,-4074,-126
瘦肉猪 (CME),2012-10-09,280939,65619,42568,102077,86101,93868,27141,42426,23051,-7767,-1272,-6452,-683,1429
瘦肉猪 (CME),2012-10-16,258805,69750,36906,81163,82814,99438,25078,41299,32844,-16624,4131,-5662,-3287,5570
瘦肉猪 (CME),2012-10-23,264476,72351,31002,86417,82184,102435,23524,44621,41349,-20251,2601,-5904,-631,2998
瘦肉猪 (CME),2012-10-30,260178,71753,29681,83508,81090,100956,23827,46033,42072,-19866,-598,-1321,-1093,-1479
瘦肉猪 (CME),2012-11-06,257963,73582,33433,81320,78034,99137,25026,44073,40149,-21103,1829,3752,-3056,-1820
瘦肉猪 (CME),2012-11-13,276006,77336,30407,93527,77829,104572,27313,47500,46929,-26743,3754,-3026,-205,5435
瘦肉猪 (CME),2012-11-20,290954,76870,25979,103977,82076,112345,28030,48652,50891,-30269,-466,-4428,4247,7773
瘦肉猪 (CME),2012-11-27,296666,79672,28123,104880,82329,114924,29785,48740,51549,-32595,2802,2143,253,2578
瘦肉猪 (CME),2012-12-04,307528,83764,26887,108505,84885,124224,30373,47912,56877,-39339,4092,-1236,2556,9300
瘦肉猪 (CME),2012-12-11,295471,77050,28646,103974,85580,119218,28867,43634,48404,-33638,-6715,1759,695,-5006
瘦肉猪 (CME),2012-12-18,257052,72788,27078,75748,79423,114551,29093,39675,45710,-35128,-4262,-1567,-6157,-4666
瘦肉猪 (CME),2012-12-24,275113,79489,26378,81895,82789,125068,30940,41771,53111,-42279,6701,-700,3365,10516
瘦肉猪 (CME),2012-12-31,280451,82808,23438,84543,83093,133521,30008,38949,59370,-50428,3318,-2940,304,8454
瘦肉猪 (CME),2013-01-08,286331,85974,25527,83356,84340,137943,32662,39506,60447,-53603,3166,2089,1247,4421
瘦肉猪 (CME),2013-01-15,280408,79643,32383,84492,82170,125560,34103,37974,47260,-43390,-6331,6856,-2170,-12383
瘦肉猪 (CME),2013-01-22,273121,73724,30623,83361,82797,122268,33239,36869,43101,-39471,-5919,-1760,627,-3291
瘦肉猪 (CME),2013-01-29,271035,76734,27174,83342,77068,122464,33891,38054,49560,-45396,3010,-3448,-5728,196
瘦肉猪 (CME),2013-02-05,272460,79176,27584,83108,77165,122853,33011,38916,51592,-45688,2442,409,96,389
瘦肉猪 (CME),2013-02-12,268740,76202,31834,82150,78477,116346,31911,38410,44368,-37869,-2974,4251,1312,-6507
瘦肉猪 (CME),2013-02-19,253978,77046,39453,65639,81196,109599,30097,39287,37593,-28403,844,7619,2719,-6747
瘦肉猪 (CME),2013-02-26,264396,80058,50644,68823,85510,107400,30005,37530,29414,-21890,3012,11191,4314,-2199
瘦肉猪 (CME),2013-03-05,276341,77869,66272,73904,91798,96474,32771,39691,11597,-4676,-2190,15628,6288,-10925
瘦肉猪 (CME),2013-03-12,277188,69493,63752,77904,97520,95944,32270,39588,5741,1576,-8375,-2520,5722,-531
瘦肉猪 (CME),2013-03-19,292203,70776,67042,86381,103756,98115,31290,40666,3734,5641,1283,3290,6236,2171
瘦肉猪 (CME),2013-03-26,282931,65307,68534,83606,102937,91271,31082,39520,-3227,11666,-5470,1492,-820,-6844
瘦肉猪 (CME),2013-04-02,280640,64873,64656,80966,104453,94237,30347,40781,217,10216,-433,-3878,1516,2966
瘦肉猪 (CME),2013-04-09,278962,62741,56149,81483,104439,100931,30300,40400,6592,3508,-2133,-8506,-14,6694
瘦肉猪 (CME),2013-04-16,257727,61997,55387,63427,102955,98172,29348,40741,6610,4783,-744,-762,-1484,-2759
瘦肉猪 (CME),2013-04-23,267589,63622,56625,68738,103822,101458,31408,40768,6997,2364,1624,1238,867,3286
瘦肉猪 (CME),2013-04-30,272659,66672,52159,72236,98592,102925,35159,45339,14513,-4333,3051,-4466,-5230,1467
瘦肉猪 (CME),2013-05-07,273133,69189,47763,74750,95359,105210,33834,45410,21426,-9851,2517,-4397,-3233,2285
瘦肉猪 (CME),2013-05-14,284454,74917,45312,84087,90943,108208,34507,46847,29605,-17265,5728,-2450,-4416,2998
瘦肉猪 (CME),2013-05-21,289540,78239,43187,84873,92819,115049,33610,46432,35052,-22230,3321,-2125,1877,6841
瘦肉猪 (CME),2013-05-28,299737,79997,41456,91034,93304,119937,35403,47311,38541,-26633,1758,-1732,484,4888
瘦肉猪 (CME),2013-06-04,310799,87728,47885,92066,96883,124477,34122,46371,39843,-27594,7731,6429,3580,4541
瘦肉猪 (CME),2013-06-11,332187,93576,39941,105180,97933,140172,35499,46894,53635,-42239,5848,-7944,1050,15695
瘦肉猪 (CME),2013-06-18,321056,100905,39062,90803,92952,143562,36396,47629,61843,-50610,7329,-879,-4981,3390
瘦肉猪 (CME),2013-06-25,326194,103494,38154,89963,96200,149327,36538,48750,65340,-53127,2589,-907,3248,5764
瘦肉猪 (CME),2013-07-02,340481,106929,35080,93678,103717,159561,36157,52162,71849,-55844,3435,-3074,7517,10234
瘦肉猪 (CME),2013-07-09,340673,108420,37066,89992,107643,161714,34619,51901,71354,-54071,1491,1986,3926,2153
瘦肉猪 (CME),2013-07-16,334963,114939,41004,82023,105093,162809,32908,49127,73935,-57716,6519,3938,-2549,1095
瘦肉猪 (CME),2013-07-23,336157,114840,37491,81372,105612,167549,34333,49746,77349,-61937,-99,-3514,519,4739
瘦肉猪 (CME),2013-07-30,343481,114587,32234,87074,107704,171798,34117,52375,82353,-64094,-253,-5257,2092,4250
瘦肉猪 (CME),2013-08-06,354928,118460,28728,94490,105708,178509,36270,53202,89732,-72801,3873,-3506,-1996,6710
瘦肉猪 (CME),2013-08-13,362439,121763,28468,98825,105781,181789,36071,53359,93295,-76008,3302,-260,73,3280
瘦肉猪 (CME),2013-08-20,343736,123484,27868,84566,98370,178086,37316,53216,95616,-79716,1721,-600,-7411,-3702
瘦肉猪 (CME),2013-08-27,337672,116432,24268,84653,99883,175576,36704,53175,92164,-75693,-7052,-3600,1513,-2510
瘦肉猪 (CME),2013-09-03,344209,119057,25484,87208,99704,176911,38239,54606,93573,-77207,2625,1216,-179,1335
瘦肉猪 (CME),2013-09-10,362716,133330,26841,91063,99501,188245,38822,56567,106489,-88744,14273,1357,-203,11334
瘦肉猪 (CME),2013-09-17,373079,141883,29790,87802,103776,195248,39619,60239,112093,-91472,8552,2949,4275,7003
瘦肉猪 (CME),2013-09-24,370130,143426,28677,82820,103257,198922,40627,59711,114749,-95665,1544,-1113,-518,3674
瘦肉猪 (CME),2013-10-01,363744,136061,23312,86141,104059,196235,37483,58055,112749,-92176,-7365,-5365,802,-2686
瘦肉猪 (CME),2013-10-08,359139,134842,25676,84812,102388,190441,37098,58210,109166,-88053,-1219,2363,-1672,-5794
瘦肉猪 (CME),2013-10-15,348802,127346,25355,83116,101293,183180,37047,57152,101991,-81887,-7495,-321,-1095,-7262
瘦肉猪 (CME),2013-10-22,332643,126271,24564,71339,96034,178734,38998,58006,101707,-82700,-1075,-791,-5259,-4446
瘦肉猪 (CME),2013-10-29,349478,125097,20331,89452,97585,180940,37345,58755,104766,-83355,-1174,-4233,1551,2207
瘦肉猪 (CME),2013-11-05,338826,118731,15536,85020,98131,181452,36943,56818,103195,-83321,-6365,-4795,546,512
瘦肉猪 (CME),2013-11-12,330283,118756,15163,82214,94184,175311,35129,57595,103593,-81127,25,-373,-3947,-6141
瘦肉猪 (CME),2013-11-19,320420,109775,16358,79016,98528,169014,33101,56033,93417,-70486,-8981,1195,4344,-6298
瘦肉猪 (CME),2013-11-26,325756,102742,19254,85251,104083,166291,33680,54959,83488,-62208,-7034,2896,5554,-2723
瘦肉猪 (CME),2013-12-03,326936,103414,21708,86955,102662,161308,33905,56965,81706,-58646,673,2454,-1421,-4983
瘦肉猪 (CME),2013-12-10,327775,99964,23299,91901,99941,159572,35968,53003,76665,-59631,-3450,1591,-2721,-1737
瘦肉猪 (CME),2013-12-17,308366,99110,25461,76526,98194,154954,34535,51424,73649,-56760,-854,2162,-1747,-4617
瘦肉猪 (CME),2013-12-24,305252,94457,27137,78339,98493,150435,33963,49341,67320,-51942,-4654,1675,299,-4519
瘦肉猪 (CME),2013-12-31,313421,95463,28999,83177,100659,151496,34122,49750,66464,-50837,1006,1862,2166,1061
瘦肉猪 (CME),2014-01-07,316662,95236,27427,85600,99051,150701,36775,52934,67809,-51650,-226,-1572,-1609,-795
瘦肉猪 (CME),2014-01-14,315635,94221,26441,86273,96822,150504,38320,52417,67780,-53682,-1016,-986,-2229,-196
瘦肉猪 (CME),2014-01-21,322458,96522,23280,91060,94404,156122,40472,51996,73242,-61718,2302,-3160,-2418,5618
瘦肉猪 (CME),2014-01-28,320407,99361,20140,90680,89543,160586,40823,49001,79221,-71043,2838,-3140,-4861,4464
瘦肉猪 (CME),2014-02-04,323322,101625,20863,89263,89476,163244,42959,49952,80762,-73768,2264,723,-67,2658
瘦肉猪 (CME),2014-02-11,338103,107430,22020,94062,93276,171424,43335,50597,85410,-78148,5805,1157,3800,8180
瘦肉猪 (CME),2014-02-18,360136,109569,19448,108436,97280,180811,44850,51441,90121,-83531,2139,-2572,4004,9387
瘦肉猪 (CME),2014-02-25,359106,112994,16550,105782,94565,185320,45764,51453,96444,-90755,3425,-2898,-2715,4509
瘦肉猪 (CME),2014-03-04,365524,117172,13363,103289,102543,196629,42520,52243,103809,-94086,4178,-3187,7978,11309
瘦肉猪 (CME),2014-03-11,375962,114941,7759,113940,107166,205419,39914,48844,107182,-98253,-2231,-5605,4623,8790
瘦肉猪 (CME),2014-03-18,391254,116120,8680,125472,110717,211889,38945,45212,107440,-101172,1178,922,3551,6470
瘦肉猪 (CME),2014-03-25,403190,124719,8585,132713,109152,214634,36606,47258,116134,-105482,8599,-96,-1565,2745
瘦肉猪 (CME),2014-04-01,395220,121199,8130,128795,107438,213739,37788,44556,113069,-106301,-3519,-455,-1714,-895
瘦肉猪 (CME),2014-04-08,397438,118194,9422,132084,110916,210008,36244,45925,108772,-99092,-3005,1292,3478,-3731
瘦肉猪 (CME),2014-04-15,399025,112673,9110,137014,113436,209805,35902,43096,103563,-96369,-5522,-312,2520,-202
瘦肉猪 (CME),2014-04-22,346141,109961,8434,97906,103282,197282,34992,42519,101527,-94000,-2712,-675,-10154,-12523
瘦肉猪 (CME),2014-04-29,350062,109679,9127,102069,101081,194900,37234,43966,100552,-93819,-283,692,-2202,-2382
瘦肉猪 (CME),2014-05-06,346670,105959,10065,101831,100728,190475,38152,44299,95894,-89747,-3719,938,-353,-4424
瘦肉猪 (CME),2014-05-13,347416,100302,13095,105312,103868,182409,37934,46600,87207,-78541,-5657,3030,3141,-8066
瘦肉猪 (CME),2014-05-20,349460,97284,13350,107920,106137,182755,38120,45435,83934,-76618,-3018,256,2269,346
瘦肉猪 (CME),2014-05-27,350434,97993,15003,109286,105861,180033,37293,46112,82990,-74172,709,1653,-276,-2723
瘦肉猪 (CME),2014-06-03,353578,94740,16621,115559,106570,176537,36709,44862,78119,-69967,-3253,1618,709,-3496
瘦肉猪 (CME),2014-06-10,349902,94885,17917,112318,104434,174270,38265,45396,76968,-69836,145,1297,-2137,-2266
瘦肉猪 (CME),2014-06-17,325184,100032,17218,87185,100525,175563,37442,45218,82814,-75038,5147,-700,-3909,1293
瘦肉猪 (CME),2014-06-24,318626,98472,16305,89842,95200,170593,35113,41887,82167,-75393,-1560,-913,-5325,-4970
瘦肉猪 (CME),2014-07-01,322128,97418,13938,92395,97775,173453,34540,42342,83480,-75678,-1054,-2367,2575,2859
瘦肉猪 (CME),2014-07-08,334398,94280,14118,102426,102102,175966,35589,41887,80162,-73864,-3138,181,4328,2514
瘦肉猪 (CME),2014-07-15,346857,101167,19579,109283,101622,177278,34785,40718,81588,-75656,6887,5460,-480,1312
瘦肉猪 (CME),2014-07-22,323498,101128,20288,91767,98223,173489,32380,37955,80840,-75266,-39,709,-3399,-3789
瘦肉猪 (CME),2014-07-29,332174,97787,20030,98001,105482,176294,30904,37849,77757,-70812,-3340,-257,7259,2806
瘦肉猪 (CME),2014-08-05,333146,90890,15259,107534,103043,170631,31679,39722,75631,-67588,-6897,-4771,-2440,-5664
瘦肉猪 (CME),2014-08-12,329778,87549,15567,110535,102569,164704,29124,38972,71982,-62135,-3341,308,-474,-5927
瘦肉猪 (CME),2014-08-19,301948,86089,20451,88104,100758,156017,26997,37376,65638,-55259,-1460,4884,-1811,-8687
瘦肉猪 (CME),2014-08-26,305937,87640,23186,88181,102873,155780,27242,38790,64454,-52907,1551,2735,2115,-237
瘦肉猪 (CME),2014-09-02,309311,85591,18113,90602,104965,162661,28152,37934,67478,-57696,-2049,-5073,2092,6882
瘦肉猪 (CME),2014-09-09,308190,91782,15962,84977,102042,168903,29389,38349,75820,-66861,6191,-2151,-2923,6241
瘦肉猪 (CME),2014-09-16,320333,97787,14297,92453,100005,172611,30088,40972,83490,-72606,6005,-1665,-2037,3708
瘦肉猪 (CME),2014-09-23,326713,99002,14603,94752,102098,175491,30861,41866,84399,-73393,1215,307,2093,2880
瘦肉猪 (CME),2014-09-30,338191,101222,14577,101817,103112,178904,32041,42894,86645,-75792,2220,-26,1014,3413
瘦肉猪 (CME),2014-10-07,343141,102457,17394,105323,104451,179501,30911,40924,85063,-75050,1235,2817,1339,597
瘦肉猪 (CME),2014-10-14,334130,102402,15785,100435,101739,176725,29554,41185,86617,-74986,-56,-1609,-2711,-2776
瘦肉猪 (CME),2014-10-21,297096,96636,18518,72162,100277,166806,28020,39609,78118,-66529,-5765,2734,-1462,-9919
瘦肉猪 (CME),2014-10-28,292234,94546,19037,72131,97919,162847,27638,38219,75509,-64928,-2090,519,-2358,-3959
瘦肉猪 (CME),2014-11-04,295535,93584,21460,74743,99073,160409,28135,38922,72124,-61336,-962,2423,1153,-2438
瘦肉猪 (CME),2014-11-11,295607,93172,21067,76322,97165,161445,28949,36774,72105,-64280,-412,-394,-1908,1035
瘦肉猪 (CME),2014-11-18,295967,98780,20370,78077,91291,159429,27818,38091,78410,-68138,5608,-697,-5873,-2016
瘦肉猪 (CME),2014-11-25,304363,107201,21905,84443,87097,157906,25622,40109,85296,-70809,8421,1536,-4195,-1523
瘦肉猪 (CME),2014-12-02,305999,108334,22314,86129,87125,158377,24411,39179,86020,-71252,1133,409,29,470
瘦肉猪 (CME),2014-12-09,297411,98703,22778,85640,88179,151790,24889,37203,75925,-63611,-9631,464,1054,-6586
瘦肉猪 (CME),2014-12-16,276640,94346,26838,70484,87605,143119,24206,36200,67508,-55514,-4357,4059,-574,-8671
瘦肉猪 (CME),2014-12-23,273721,83524,26783,72365,94577,138737,23254,35836,56741,-44160,-10822,-54,6973,-4382
瘦肉猪 (CME),2014-12-30,278219,83258,30163,73184,97965,138941,23812,35932,53095,-40976,-266,3379,3388,204
瘦肉猪 (CME),2015-01-06,281924,84000,33319,76809,97141,134495,23974,37301,50681,-37354,742,3157,-824,-4446
瘦肉猪 (CME),2015-01-13,287754,79651,34205,85157,96619,129219,26327,39173,45446,-32600,-4349,885,-522,-5275
瘦肉猪 (CME),2015-01-20,290055,78610,32421,90035,96854,128821,24555,38778,46189,-31967,-1041,-1784,235,-398
瘦肉猪 (CME),2015-01-27,286881,75610,34770,92180,94660,122301,24432,37629,40840,-27641,-3001,2350,-2194,-6520
瘦肉猪 (CME),2015-02-03,284429,76668,36629,92194,92309,118268,23257,37338,40039,-25959,1059,1858,-2351,-4034
瘦肉猪 (CME),2015-02-10,293422,79263,37970,102479,88483,115034,23197,37940,41293,-26551,2595,1341,-3827,-3234
瘦肉猪 (CME),2015-02-17,301220,76257,40099,110217,89286,113326,25461,37578,36158,-24040,-3007,2129,803,-1708
瘦肉猪 (CME),2015-02-24,267227,75603,40012,79325,88356,109806,23943,38084,35591,-21450,-654,-87,-929,-3520
瘦肉猪 (CME),2015-03-03,282981,74291,45352,91910,92935,109495,23845,36224,28939,-16560,-1312,5340,4578,-311
瘦肉猪 (CME),2015-03-10,288947,79192,48190,93786,90770,108752,25199,38219,31002,-17982,4901,2838,-2165,-743
瘦肉猪 (CME),2015-03-17,298604,78398,51678,100381,92895,106001,26930,40544,26720,-13106,-794,3487,2126,-2750
瘦肉猪 (CME),2015-03-24,310162,73958,55503,113103,97667,100953,25434,40603,18455,-3286,-4441,3825,4772,-5049
瘦肉猪 (CME),2015-03-31,314320,69070,58413,116221,103398,100457,25630,39229,10657,2941,-4887,2909,5731,-496
瘦肉猪 (CME),2015-04-07,313881,64952,59910,119126,105383,97459,24419,37386,5042,7924,-4118,1497,1985,-2998
瘦肉猪 (CME),2015-04-14,308469,62201,56424,121727,99161,93067,25379,37251,5777,6094,-2751,-3485,-6222,-4392
瘦肉猪 (CME),2015-04-21,284254,65035,57188,96063,98900,95055,24256,35948,7847,3845,2834,763,-262,1989
瘦肉猪 (CME),2015-04-28,293181,65351,54008,102802,98806,100837,26222,35534,11343,-2031,315,-3180,-94,5781
瘦肉猪 (CME),2015-05-05,294514,69802,50441,104125,95403,104138,25184,35810,19361,-8735,4452,-3567,-3403,3301
瘦肉猪 (CME),2015-05-12,292756,73248,43369,106914,87981,103523,24614,38950,29879,-15542,3446,-7072,-7422,-615
瘦肉猪 (CME),2015-05-19,296138,73165,41285,107352,91863,108733,23758,38768,31880,-16870,-83,-2084,3883,5210
瘦肉猪 (CME),2015-05-26,298189,70351,41448,108451,95559,109301,23828,38988,28903,-13742,-2814,163,3695,568
瘦肉猪 (CME),2015-06-02,306308,68312,44120,111732,103021,112599,23244,37858,24192,-9578,-2039,2672,7462,3298
瘦肉猪 (CME),2015-06-09,306149,69239,45247,111278,102575,109770,23057,39854,23992,-7195,927,1126,-446,-2829
瘦肉猪 (CME),2015-06-16,281942,68516,48575,88297,101826,105928,23303,39142,19941,-4102,-723,3328,-750,-3842
瘦肉猪 (CME),2015-06-23,292088,75233,58137,92902,100809,100776,23143,40272,17096,33,6716,9562,-1016,-5152
瘦肉猪 (CME),2015-06-30,288308,71873,59420,93342,100118,98719,22975,36827,12453,1399,-3359,1283,-692,-2057
瘦肉猪 (CME),2015-07-07,293358,69239,60997,98792,103273,97900,22054,35670,8242,5373,-2634,1577,3155,-820
瘦肉猪 (CME),2015-07-14,290168,70287,57237,102201,97005,94600,20675,36130,13050,2405,1048,-3760,-6268,-3300
瘦肉猪 (CME),2015-07-21,266727,69043,54227,87990,90463,88552,19231,35959,14816,1911,-1244,-3010,-6542,-6048
瘦肉猪 (CME),2015-07-28,274754,71930,52494,95848,87191,90891,19784,35520,19436,-3700,2887,-1733,-3272,2339
